Linux 5.11.0-1022-azure (MsVM9) 	12/09/21 	_x86_64_	(2 CPU)

12:56:04        CPU     %user     %nice   %system   %iowait    %steal     %idle
13:00:53        all     15.27      0.00      6.90      6.90      0.00     70.94
13:00:54        all      3.52      0.00      3.02      0.00      0.00     93.47
13:00:55        all     11.68      0.00      7.61      6.09      0.00     74.62
13:00:56        all      3.54      0.00      2.02      0.00      0.00     94.44
13:00:57        all      3.57      0.00      2.04      0.00      0.00     94.39
13:00:58        all     16.75      0.00      6.09      5.08      0.00     72.08
13:00:59        all      2.02      0.00      2.02      0.00      0.00     95.96
13:01:00        all     13.78      0.00      4.08      4.59      0.00     77.55
13:01:01        all      4.04      0.00      3.54      0.00      0.00     92.42
13:01:02        all      5.97      0.00      4.98      0.00      0.00     89.05
13:01:03        all     18.41      0.00      8.46      5.47      0.00     67.66
13:01:04        all      4.57      0.00      2.03      0.00      0.00     93.40
13:01:05        all     21.21      0.00      8.08      4.04      0.00     66.67
13:01:06        all      4.55      0.00      3.54      0.00      0.00     91.92
13:01:07        all      5.03      0.00      2.51      0.50      0.00     91.96
13:01:08        all     10.00      0.00      7.00      4.50      0.00     78.50
13:01:09        all      2.55      0.00      1.53      0.00      0.00     95.92
13:01:10        all     14.14      0.00      5.56      6.06      0.00     74.24
13:01:11        all      2.53      0.00      2.53      0.00      0.00     94.95
13:01:12        all      8.59      0.00      4.55      3.54      0.00     83.33
13:01:13        all     10.77      0.00      4.62      8.72      0.00     75.90
13:01:14        all      6.03      0.00      2.01      0.00      0.00     91.96
13:01:15        all     12.76      0.00      4.59      9.69      0.00     72.96
13:01:16        all      3.98      0.00      2.49      0.00      0.00     93.53
13:01:17        all     10.05      0.00      5.53      4.52      0.00     79.90
13:01:18        all      5.05      0.00      2.53      0.00      0.00     92.42
13:01:19        all      2.01      0.00      2.51      0.00      0.00     95.48
13:01:20        all      8.72      0.00      3.59      4.62      0.00     83.08
13:01:21        all      4.06      0.00      2.03      0.00      0.00     93.91
13:01:22        all     16.59      0.00      7.32      5.37      0.00     70.73
13:01:23        all      7.43      0.00      2.48      0.00      0.00     90.10
13:01:24        all      3.08      0.00      2.05      0.00      0.00     94.87
13:01:25        all     12.12      0.00      6.57      6.06      0.00     75.25
13:01:26        all      7.00      0.00      4.00      0.00      0.00     89.00
13:01:27        all     12.12      0.00      5.05      5.56      0.00     77.27
13:01:28        all      4.50      0.00      4.00      0.00      0.00     91.50
13:01:29        all      6.60      0.00      3.05      2.54      0.00     87.82
13:01:30        all     11.06      0.00      8.54      2.01      0.00     78.39
13:01:31        all      4.98      0.00      7.46      0.00      0.00     87.56
13:01:32        all     12.06      0.00      7.04      4.02      0.00     76.88
13:01:33        all      7.00      0.00      3.50      0.00      0.00     89.50
13:01:34        all     12.89      0.00      5.67      5.67      0.00     75.77
13:01:35        all      7.00      0.00      2.00      0.00      0.00     91.00
13:01:36        all      2.04      0.00      3.06      0.00      0.00     94.90
13:01:37        all     14.43      0.00      5.97      5.47      0.00     74.13
13:01:38        all      4.02      0.00      3.02      0.00      0.00     92.96
13:01:39        all     12.12      0.00      5.56      4.04      0.00     78.28
13:01:40        all      2.02      0.00      2.53      0.00      0.00     95.45
13:01:41        all      4.50      0.00      2.00      1.00      0.00     92.50
13:01:42        all     13.85      0.00      6.15      3.59      0.00     76.41
13:01:43        all      5.53      0.00      3.02      0.00      0.00     91.46
13:01:44        all     12.12      0.00      6.57      7.07      0.00     74.24
